2025-01-20 19:15:46 - INFO - ✅ Дані для ROSE успішно збережено в базу.
2025-01-20 19:15:47 - INFO - ✅ Дані для ANKR успішно збережено в базу.
2025-01-20 19:15:47 - INFO - ✅ Дані для ACH успішно збережено в базу.
2025-01-20 19:15:47 - INFO - ✅ Усі активи оброблено. Час виконання: 47.22 секунд.
2025-01-20 19:15:47 - INFO - Job "process_assets (trigger: cron[minute='0,15,30,45'], next run at: 2025-01-20 19:30:00 EET)" executed successfully
2025-01-20 19:30:00 - INFO - Running job "process_assets (trigger: cron[minute='0,15,30,45'], next run at: 2025-01-20 19:45:00 EET)" (scheduled at 2025-01-20 19:30:00+02:00)
2025-01-20 19:30:00 - INFO - 🔢 Загальна кількість пар для обробки: 3001
2025-01-20 19:30:00 - INFO - 🔢 Кількість унікальних активів для обробки: 215
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LRCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SLPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MAGICUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CHZUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ARPAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SNXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ARKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LINKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AUDIOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для WOOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для NTRNUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DYMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ILVUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для API3USDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FLOKIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для APEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CFXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SUSHIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для USTCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для QNTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для IDUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SEIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ONEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CELRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для OGNUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для JASMYUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для C98USDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LDOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GASUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DARUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CYBERUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PYTHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FXSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PEPEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для POWRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RDNTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для XRPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MEMEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для UMAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MASKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ORDIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для XTZUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CVCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CELOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MINAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DODOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CTSIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BCHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LSKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RADUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SANDUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ARUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для TIAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MANAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для QTUMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FILUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ACEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для COTIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RUNEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для COSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BAKEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ASTRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для IOSTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MAVUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для TRBUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ETHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для HIGHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BNTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FTMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GMXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GLMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для WLDUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для TWTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для VETUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CVXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LINAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для IOTXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для WIFUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FETUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для XVSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SXPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AVAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для OXTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GMTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ONTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ONGUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BALUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CHRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для IOTAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для INJUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LQTYUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для JOEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DOGEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PERPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для POLYXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для STXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CRVUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BTCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ATOMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ATAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MDTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SPELLUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для YFIUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для TRXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ICPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для HFTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для METISUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для JTOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ARBUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для KAVAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для HOTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для NEOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FLMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ALGOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для WAXPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для COMPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SKLUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ICXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ENSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GTCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для MANTAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FLOWUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ADAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PHBUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для IDEXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AXSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ALICEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GLMRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AXLUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ALPHAUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ENJUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AVAXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ZRXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для STEEMUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BONKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BANDUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для OPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для 1INCHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CTKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DUSKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LUNCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для STORJUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ZILUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для EOSUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для LITUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для GRTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для CAKEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DYDXUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ZENUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ZECUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для STRKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для YGGUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PORTALUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для HBARUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RLCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для KNCUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для FTTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DASHUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DOTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для HOOKUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BATUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RIFUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BELUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для ASTUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BLURUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SOLUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для RSRUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для TRUUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для VANRYUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для SUPERUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для DGBUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для NFPUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для PIXELUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для BICOUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AGLDUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
2025-01-20 19:30:00 - ERROR - ❌ Помилка завантаження даних для AAVEUSDT: Cannot connect to host api.binance.com:443 ssl:default [getaddrinfo failed]
